Dog_1,Dog_2,Dog_3,Dog_4,Dog_5
1.0,1.0,1.0,1.0,0.30000000000000004
0.498050197054553,0.5048685643179344,0.5013939393939394,0.5023030303030303,0.3666666666666667
0.5460900228168429,0.5435370975268315,0.5238484848484849,0.5068484848484849,0.3666666666666667
0.5405724953329185,0.5390418416550008,0.5172727272727272,0.510090909090909,0.43333333333333335
0.5397635345364032,0.5400839944003734,0.6028484848484849,0.5956969696969697,0.23333333333333328
0.5383945239576852,0.5380307979468035,0.6115757575757576,0.6132424242424243,0.30000000000000004
0.540883634100809,0.5368953180899051,0.6283636363636363,0.6194848484848485,0.33333333333333337
0.5360298693217175,0.5362264737906361,0.5898787878787879,0.5800909090909091,0.3666666666666667
0.5365691765193943,0.5366153367553275,0.5865454545454546,0.568,0.33333333333333337
0.534432690313213,0.5301757660600405,0.5572121212121212,0.5498787878787879,0.3666666666666667
0.5301804604853765,0.5335044330377975,0.570969696969697,0.5703030303030303,0.23333333333333328
0.5315494710640946,0.5320889718463213,0.5836666666666667,0.5880606060606061,0.33333333333333337
0.5316324414021987,0.5282936693109348,0.6061818181818182,0.6011515151515151,0.2666666666666667
0.5266542211159511,0.5266759993778193,0.5898181818181818,0.573,0.4666666666666667
0.5236465463596764,0.5260071550785503,0.580030303030303,0.5673939393939393,0.33333333333333337
0.5218211989213856,0.5200964380152434,0.5654848484848485,0.5565151515151515,0.23333333333333328
0.5239576851275669,0.5176077150412195,0.5756666666666667,0.5748181818181818,0.33333333333333337
0.5174030284173408,0.5177477057085084,0.5834242424242424,0.5813636363636364,0.19999999999999996
0.5175689690935491,0.5189765126769327,0.5976363636363636,0.5847878787878787,0.33333333333333337
0.5158473345778885,0.5144034842121636,0.5787272727272728,0.5748484848484848,0.23333333333333328
0.5124455507156191,0.5131591227251516,0.5755757575757576,0.568030303030303,0.23333333333333328
0.5093963907902924,0.5083994400373308,0.5713333333333334,0.5712121212121212,0.30000000000000004
0.5107861439535366,0.5100482190076218,0.5836666666666667,0.5787575757575758,0.30000000000000004
0.5099356979879693,0.5081816767771038,0.586030303030303,0.5784545454545454,0.30000000000000004
0.501970545529973,0.5016798880074662,0.5947272727272728,0.5696060606060606,0.30000000000000004
