Dog_1,Dog_2,Dog_3,Dog_4,Dog_5
1.0,1.0,1.0,1.0,0.30000000000000004
0.4980798079807981,0.5012501250125012,0.4975151515151515,0.49833333333333335,0.3666666666666667
0.9925692569256925,0.9922192219221923,0.002696969696969697,0.09551515151515151,0.3666666666666667
0.9018901890189019,0.9023702370237023,0.00030303030303030303,0.027484848484848484,0.43333333333333335
0.8928592859285929,0.8931893189318932,9.09090909090909e-05,0.01396969696969697,0.23333333333333328
0.874997499749975,0.8726772677267727,0.0,0.009,0.30000000000000004
0.8519551955195519,0.8518251825182518,0.0,0.006060606060606061,0.33333333333333337
0.829002900290029,0.8299129912991299,0.0,0.0041818181818181815,0.3666666666666667
0.8033303330333034,0.8055405540554056,0.0,0.002818181818181818,0.33333333333333337
0.7807580758075807,0.7803580358035803,0.0,0.0025454545454545456,0.3666666666666667
0.7524152415241524,0.752035203520352,0.0,0.001787878787878788,0.23333333333333328
0.7244524452445245,0.7252725272527253,0.0,0.001606060606060606,0.33333333333333337
0.6925992599259926,0.6931893189318932,0.0,0.0011515151515151514,0.2666666666666667
0.6628462846284628,0.664006400640064,0.0,0.0012121212121212121,0.4666666666666667
0.6317031703170317,0.6334233423342335,0.0,0.0009090909090909091,0.33333333333333337
0.6035103510351035,0.6028102810281029,0.0,0.0007575757575757576,0.23333333333333328
0.5697069706970697,0.5692769276927693,0.0,0.0006060606060606061,0.33333333333333337
0.5385338533853385,0.54005400540054,0.0,0.0006363636363636364,0.19999999999999996
0.5071407140714072,0.507990799079908,0.0,0.0006060606060606061,0.33333333333333337
0.4759175917591759,0.473997399739974,0.0,0.00042424242424242425,0.23333333333333328
0.44541454145414544,0.44580458045804583,0.0,0.00042424242424242425,0.23333333333333328
0.4136013601360136,0.41341134113411343,0.0,0.00024242424242424242,0.30000000000000004
0.38584858485848583,0.38362836283628365,0.0,0.0003636363636363636,0.30000000000000004
0.357995799579958,0.3563656365636564,0.0,0.00024242424242424242,0.30000000000000004
0.3312731273127313,0.3288128812881288,0.0,0.0003333333333333333,0.30000000000000004
